V1,annot,order,cluster,cluster_annot
AOIP01000022.1_30,"",1897,--- Cluster 518,""
SJER01000008.1_147,"",1899,--- Cluster 519,""
BBJN01000020.1_24,,1901,--- Cluster 520,""
CP100004.1_31,"",1903,--- Cluster 521,""
FNFE01000011.1_14,"",1905,--- Cluster 522,""
JAAOHU010000009.1_12,"",1906,--- Cluster 522,""
JAAOHU010000009.1_26,"",1908,--- Cluster 523,""
JAAOHU010000009.1_46,"",1910,--- Cluster 524,""
RJJW01000001.1_37,"",1912,--- Cluster 525,""
SJER01000008.1_114,,1914,--- Cluster 526,""
AOIR01000042.1_58,"",1915,--- Cluster 526,""
CP099999.1_14,,1917,--- Cluster 527,""
CP119801.1_51,,1919,--- Cluster 528,""
CP119801.1_57,,1921,--- Cluster 529,""
AOIP01000022.1_7,,1922,--- Cluster 529,""
CP019329.1_86,"",1923,--- Cluster 529,""
AOIO01000049.1_78,,1924,--- Cluster 529,""
WSZK01000033.1_27,"",1926,--- Cluster 530,""
BBJN01000020.1_26,,1928,--- Cluster 531,""
CP019329.1_93,"",1930,--- Cluster 532,""
CP119801.1_16,,1932,--- Cluster 533,""
FOXI01000018.1_28,,1934,--- Cluster 534,""
FOXI01000018.1_29,,1935,--- Cluster 534,""
JAANTI010000009.1_25,,1936,--- Cluster 534,""
FOXI01000018.1_34,"",1938,--- Cluster 535,""
JAANTI010000009.1_20,"",1939,--- Cluster 535,""
JAAOHU010000009.1_33,"",1941,--- Cluster 536,""
JAAOHU010000009.1_38,"",1943,--- Cluster 537,""
KX687704.1_11,"",1945,--- Cluster 538,""
KX906370.1_92,"",1946,--- Cluster 538,""
AOJE01000051.1_39,"",1947,--- Cluster 538,""
LOAJ01000002.1_57,"",1948,--- Cluster 538,""
QKNW01000002.1_8,,1950,--- Cluster 539,""
QKNW01000002.1_34,"",1952,--- Cluster 540,""
CP101158.1_78,"",1953,--- Cluster 540,""
RJJW01000001.1_33,"",1954,--- Cluster 540,""
QKNW01000002.1_47,"",1956,--- Cluster 541,""
CP100004.1_18,"",1958,--- Cluster 542,""
FNFE01000011.1_26,"",1960,--- Cluster 543,""
JAAOHU010000009.1_16,"",1962,--- Cluster 544,""
CP101161.1_3054,"",1963,--- Cluster 544,""
CP099999.1_49,,1964,--- Cluster 544,""
JAJCVI010000002.1_543,,1965,--- Cluster 544,""
CP101158.1_60,"",1966,--- Cluster 544,""
CP084476.1_89,,1967,--- Cluster 544,""
KX906370.1_78,,1969,--- Cluster 545,""
LOAJ01000002.1_69,"",1970,--- Cluster 545,""
QKNW01000002.1_30,"",1972,--- Cluster 546,""
CP101158.1_80,"",1973,--- Cluster 546,""
BBJN01000020.1_57,,1975,--- Cluster 547,""
CP101161.1_3073,"",1977,--- Cluster 548,""
CP101161.1_3081,,1979,--- Cluster 549,""
Eyresouth_NODE_101_length_48437_cov_7.17035_6,"",1981,--- Cluster 550,""
JAAOHU010000009.1_34,"",1983,--- Cluster 551,""
JAJCVI010000002.1_566,"",1985,--- Cluster 552,""
CP101161.1_3064,"",1986,--- Cluster 552,""
LOAJ01000002.1_50,"",1988,--- Cluster 553,""
AOJE01000051.1_27,"",1989,--- Cluster 553,""
CP101158.1_86,"",1990,--- Cluster 553,""
KX687704.1_20,"",1991,--- Cluster 553,""
KX906370.1_101,"",1992,--- Cluster 553,""
AOJE01000025.1_48,,1994,--- Cluster 554,""
CP100004.1_12,"",1996,--- Cluster 555,""
BBJN01000020.1_41,"",1997,--- Cluster 555,""
FOXI01000018.1_45,"",1998,--- Cluster 555,""
Gairdner_NODE_107_length_49922_cov_74.384603_23,"",1999,--- Cluster 555,""
JAANTI010000009.1_10,"",2000,--- Cluster 555,""
Gairdner_NODE_107_length_49922_cov_74.384603_4,,2002,--- Cluster 556,""
Gairdner_NODE_167_length_41210_cov_9.888325_17,"",2004,--- Cluster 557,""
SJER01000008.1_132,"",2006,--- Cluster 558,""
SJER01000008.1_152,,2008,--- Cluster 559,""
CP084476.1_48,"",2009,--- Cluster 559,""
AOLZ01000012.1_38,"",2010,--- Cluster 559,""
CP019286.1_31,"",2011,--- Cluster 559,""
JAJCVI010000007.1_18,"",2013,--- Cluster 560,""
AOIP01000022.1_13,,2015,--- Cluster 561,""
AOIR01000042.1_63,,2017,--- Cluster 562,""
QKNW01000002.1_5,,2019,--- Cluster 563,""
WSZK01000033.1_45,,2020,--- Cluster 563,""
QKNW01000002.1_26,"",2022,--- Cluster 564,""
QKNW01000002.1_37,"",2024,--- Cluster 565,""
CP019329.1_92,"",2025,--- Cluster 565,""
Eyre_NODE_236_length_33155_cov_19.932_21,,2027,--- Cluster 566,""
RJJW01000001.1_40,"",2029,--- Cluster 567,""
WSZK01000033.1_28,"",2031,--- Cluster 568,""
AOJE01000025.1_36,"",2033,--- Cluster 569,""
CP100004.1_14,"",2035,--- Cluster 570,""
Gairdner_NODE_107_length_49922_cov_74.384603_24,"",2036,--- Cluster 570,""
CP101158.1_87,"",2037,--- Cluster 570,""
CP031299.1_23,"",2038,--- Cluster 570,""
JDTG01000019.1_96,"",2039,--- Cluster 570,""
BBJN01000020.1_42,"",2040,--- Cluster 570,""
FOXI01000018.1_44,"",2041,--- Cluster 570,""
JAANTI010000009.1_11,"",2042,--- Cluster 570,""
CP101161.1_3046,"",2044,--- Cluster 571,""
CP119801.1_60,,2046,--- Cluster 572,""
JAAOHU010000009.1_20,"",2047,--- Cluster 572,""
CP099999.1_53,,2048,--- Cluster 572,""
Eyre_NODE_236_length_33155_cov_19.932_32,"",2050,--- Cluster 573,""
Eyresouth_NODE_101_length_48437_cov_7.17035_22,"",2051,--- Cluster 573,""
Frome_NODE_383_length_24936_cov_4.316346_14,"",2052,--- Cluster 573,""
FNFE01000011.1_50,,2054,--- Cluster 574,""
NC_013748.1_41,,2055,--- Cluster 574,""
Gairdner_NODE_167_length_41210_cov_9.888325_39,,2057,--- Cluster 575,""
Eyre_NODE_236_length_33155_cov_19.932_33,"",2059,--- Cluster 576,""
Eyresouth_NODE_101_length_48437_cov_7.17035_21,"",2060,--- Cluster 576,""
Frome_NODE_383_length_24936_cov_4.316346_13,"",2061,--- Cluster 576,""
Eyresouth_NODE_101_length_48437_cov_7.17035_4,"",2063,--- Cluster 577,""
Gairdner_NODE_107_length_49922_cov_74.384603_7,"",2065,--- Cluster 578,""
Gairdner_NODE_107_length_49922_cov_74.384603_39,,2067,--- Cluster 579,""
SJER01000008.1_157,,2069,--- Cluster 580,""
WSZK01000033.1_38,"",2071,--- Cluster 581,""
AOIO01000049.1_85,"",2073,--- Cluster 582,""
Gairdner_NODE_167_length_41210_cov_9.888325_24,"",2075,--- Cluster 583,""
CP101161.1_3063,"",2076,--- Cluster 583,""
JAJCVI010000002.1_544,,2078,--- Cluster 584,""
LWLN01000003.1_41,"",2080,--- Cluster 585,""
AOIR01000042.1_51,"",2082,--- Cluster 586,""
CP019329.1_87,"",2084,--- Cluster 587,""
SJER01000008.1_115,,2086,--- Cluster 588,""
AOLZ01000012.1_26,"",2088,--- Cluster 589,""
CP019286.1_43,"",2089,--- Cluster 589,""
CP101161.1_3060,"",2091,--- Cluster 590,""
Eyre_NODE_236_length_33155_cov_19.932_38,"",2093,--- Cluster 591,""
Eyresouth_NODE_101_length_48437_cov_7.17035_16,"",2094,--- Cluster 591,""
Frome_NODE_383_length_24936_cov_4.316346_8,"",2095,--- Cluster 591,""
JAJCVI010000002.1_565,"",2097,--- Cluster 592,""
JAJCVI010000002.1_571,"",2099,--- Cluster 593,""
CP095494.1_23,,2101,--- Cluster 594,""
CP101158.1_65,"",2103,--- Cluster 595,""
LOAJ01000002.1_32,,2105,--- Cluster 596,""
LOAJ01000002.1_71,"",2107,--- Cluster 597,""
KX906370.1_76,,2108,--- Cluster 597,""
NC_015659.1_80,"",2110,--- Cluster 598,""
AOIR01000042.1_50,"",2112,--- Cluster 599,""
AOLZ01000012.1_25,"",2114,--- Cluster 600,""
CP019286.1_44,"",2115,--- Cluster 600,""
CP019329.1_68,"",2116,--- Cluster 600,""
CP019329.1_59,"",2118,--- Cluster 601,""
CP095494.1_55,"",2120,--- Cluster 602,""
CP100004.1_7,"",2122,--- Cluster 603,""
Eyre_NODE_236_length_33155_cov_19.932_16,,2124,--- Cluster 604,""
Eyresouth_NODE_101_length_48437_cov_7.17035_40,,2125,--- Cluster 604,""
Gairdner_NODE_107_length_49922_cov_74.384603_43,,2127,--- Cluster 605,""
KX906370.1_116,,2129,--- Cluster 606,""
RJJW01000001.1_57,"",2130,--- Cluster 606,""
AOJE01000051.1_8,,2131,--- Cluster 606,""
LWLN01000003.1_20,"",2133,--- Cluster 607,""
AOJE01000025.1_17,,2135,--- Cluster 608,""
AOJE01000025.1_35,"",2137,--- Cluster 609,""
BBJN01000020.1_17,,2139,--- Cluster 610,""
CP084476.1_64,"",2141,--- Cluster 611,""
NC_013748.1_17,"",2142,--- Cluster 611,""
CP101161.1_3052,"",2144,--- Cluster 612,""
Gairdner_NODE_107_length_49922_cov_74.384603_44,,2146,--- Cluster 613,""
LWLN01000003.1_17,"",2148,--- Cluster 614,""
RJJW01000001.1_51,"",2150,--- Cluster 615,""
CP101158.1_98,,2151,--- Cluster 615,""
SJER01000008.1_150,,2153,--- Cluster 616,""
WSZK01000033.1_16,,2155,--- Cluster 617,""
CP100004.1_11,"",2157,--- Cluster 618,""
RJJW01000001.1_39,"",2159,--- Cluster 619,""
SRIF01000015.1_84,"",2161,--- Cluster 620,""
AOIO01000049.1_96,"",2163,--- Cluster 621,""
AOIP01000022.1_25,"",2164,--- Cluster 621,""
AOIR01000042.1_52,"",2166,--- Cluster 622,""
CP095494.1_61,,2168,--- Cluster 623,""
CP099999.1_15,,2170,--- Cluster 624,""
FOXI01000018.1_41,"",2172,--- Cluster 625,""
JAANTI010000009.1_14,"",2173,--- Cluster 625,""
Gairdner_NODE_107_length_49922_cov_74.384603_22,"",2175,--- Cluster 626,""
BBJN01000020.1_40,"",2176,--- Cluster 626,""
FOXI01000018.1_46,"",2177,--- Cluster 626,""
JAANTI010000009.1_9,"",2178,--- Cluster 626,""
QKNW01000002.1_27,"",2180,--- Cluster 627,""
AOIP01000022.1_44,,2182,--- Cluster 628,""
AOLZ01000012.1_48,,2184,--- Cluster 629,""
CP019286.1_21,,2185,--- Cluster 629,""
Gairdner_NODE_167_length_41210_cov_9.888325_11,,2187,--- Cluster 630,""
JAJCVI010000002.1_574,"",2189,--- Cluster 631,""
KX906370.1_77,,2191,--- Cluster 632,""
LOAJ01000002.1_70,"",2192,--- Cluster 632,""
NC_013748.1_38,,2194,--- Cluster 633,""
QKNW01000002.1_55,"",2196,--- Cluster 634,""
CP019329.1_46,,2198,--- Cluster 635,""
CP019329.1_82,"",2200,--- Cluster 636,""
CP119801.1_48,"",2201,--- Cluster 636,""
CP099999.1_19,,2203,--- Cluster 637,""
FNFE01000011.1_38,"",2205,--- Cluster 638,""
Gairdner_NODE_107_length_49922_cov_74.384603_26,"",2207,--- Cluster 639,""
Gairdner_NODE_167_length_41210_cov_9.888325_12,,2209,--- Cluster 640,""
JAAOHU010000009.1_10,"",2211,--- Cluster 641,""
JAAOHU010000009.1_44,"",2213,--- Cluster 642,""
KX687704.1_19,"",2215,--- Cluster 643,""
KX906370.1_100,"",2216,--- Cluster 643,""
LOAJ01000002.1_51,"",2217,--- Cluster 643,""
CP101158.1_85,"",2218,--- Cluster 643,""
AOJE01000051.1_28,"",2219,--- Cluster 643,""
SRIF01000015.1_65,"",2220,--- Cluster 643,""
SRIF01000015.1_52,,2222,--- Cluster 644,""
SRIF01000015.1_88,,2224,--- Cluster 645,""
Gairdner_NODE_107_length_49922_cov_74.384603_41,,2226,--- Cluster 646,""
JDTG01000019.1_75,"",2228,--- Cluster 647,""
CP031299.1_21,"",2230,--- Cluster 648,""
JDTG01000019.1_94,"",2231,--- Cluster 648,""
NC_015659.1_91,"",2232,--- Cluster 648,""
AOIO01000049.1_100,"",2233,--- Cluster 648,""
AOIP01000022.1_29,"",2234,--- Cluster 648,""
NC_013748.1_22,"",2235,--- Cluster 648,""
CP084476.1_59,"",2236,--- Cluster 648,""
RJJW01000001.1_26,"",2238,--- Cluster 649,""
AOIP01000022.1_8,,2240,--- Cluster 650,""
AOIP01000022.1_42,,2242,--- Cluster 651,""
AOJE01000025.1_23,"",2244,--- Cluster 652,""
CP100004.1_25,"",2246,--- Cluster 653,""
Eyresouth_NODE_101_length_48437_cov_7.17035_7,"",2248,--- Cluster 654,""
AOLZ01000012.1_15,"",2249,--- Cluster 654,""
CP019286.1_54,"",2250,--- Cluster 654,""
FNFE01000011.1_17,"",2251,--- Cluster 654,""
Gairdner_NODE_107_length_49922_cov_74.384603_5,,2253,--- Cluster 655,""
KX687704.1_21,"",2255,--- Cluster 656,""
KX906370.1_102,"",2256,--- Cluster 656,""
AOJE01000051.1_26,"",2257,--- Cluster 656,""
LOAJ01000002.1_49,"",2258,--- Cluster 656,""
AOIO01000049.1_107,"",2259,--- Cluster 656,""
AOIP01000022.1_31,"",2260,--- Cluster 656,""
CP084476.1_57,"",2261,--- Cluster 656,""
NC_015659.1_89,"",2262,--- Cluster 656,""
KX906370.1_114,,2264,--- Cluster 657,""
AOJE01000051.1_36,"",2266,--- Cluster 658,""
LOAJ01000002.1_56,"",2267,--- Cluster 658,""
CP084476.1_39,,2269,--- Cluster 659,""
AOIO01000049.1_74,,2271,--- Cluster 660,""
AOJE01000051.1_46,"",2273,--- Cluster 661,""
CP101161.1_3062,"",2275,--- Cluster 662,""
Gairdner_NODE_167_length_41210_cov_9.888325_25,"",2276,--- Cluster 662,""
JAJCVI010000002.1_564,"",2277,--- Cluster 662,""
CP119801.1_17,,2279,--- Cluster 663,""
Gairdner_NODE_167_length_41210_cov_9.888325_45,,2281,--- Cluster 664,""
JAAOHU010000009.1_39,"",2283,--- Cluster 665,""
KX906370.1_98,"",2285,--- Cluster 666,""
QKNW01000002.1_31,"",2287,--- Cluster 667,""
AOJE01000051.1_11,,2289,--- Cluster 668,""
KX687704.1_31,,2290,--- Cluster 668,""
KX906370.1_112,,2291,--- Cluster 668,""
LOAJ01000002.1_30,,2292,--- Cluster 668,""
RJJW01000001.1_54,"",2293,--- Cluster 668,""
JAAOHU010000009.1_11,"",2295,--- Cluster 669,""
CP099999.1_17,,2296,--- Cluster 669,""
CP095494.1_45,"",2298,--- Cluster 670,""
CP119801.1_34,"",2299,--- Cluster 670,""
SJER01000008.1_137,"",2300,--- Cluster 670,""
JAAOHU010000009.1_61,"",2301,--- Cluster 670,""
CP099999.1_13,,2303,--- Cluster 671,""
CP101161.1_3077,,2305,--- Cluster 672,""
RJJW01000001.1_58,"",2307,--- Cluster 673,""
WSZK01000033.1_13,,2309,--- Cluster 674,""
AOIR01000042.1_29,,2311,--- Cluster 675,""
CP019286.1_22,,2313,--- Cluster 676,""
AOLZ01000012.1_47,,2314,--- Cluster 676,""
CP119801.1_15,,2316,--- Cluster 677,""
WSZK01000033.1_11,,2318,--- Cluster 678,""
AOJE01000025.1_47,,2320,--- Cluster 679,""
JAJCVI010000007.1_23,"",2322,--- Cluster 680,""
SRIF01000015.1_49,,2324,--- Cluster 681,""
AOIP01000022.1_47,,2326,--- Cluster 682,""
CP019329.1_47,,2328,--- Cluster 683,""
CP099999.1_23,"",2330,--- Cluster 684,""
Gairdner_NODE_107_length_49922_cov_74.384603_42,,2332,--- Cluster 685,""
JAAOHU010000009.1_25,"",2334,--- Cluster 686,""
SRIF01000015.1_92,,2336,--- Cluster 687,""
WSZK01000033.1_12,,2338,--- Cluster 688,""
CP084476.1_70,"",2340,--- Cluster 689,""
CP119801.1_13,,2342,--- Cluster 690,""
Gairdner_NODE_167_length_41210_cov_9.888325_9,,2344,--- Cluster 691,""
JAJCVI010000007.1_30,"",2346,--- Cluster 692,""
LOAJ01000002.1_68,"",2348,--- Cluster 693,""
Gairdner_NODE_167_length_41210_cov_9.888325_37,"",2350,--- Cluster 694,""
QKNW01000002.1_33,"",2352,--- Cluster 695,""
QKNW01000002.1_50,"",2354,--- Cluster 696,""
AOLZ01000012.1_4,,2356,--- Cluster 697,""
AOLZ01000012.1_14,"",2358,--- Cluster 698,""
CP019286.1_55,"",2359,--- Cluster 698,""
JAJCVI010000007.1_17,"",2361,--- Cluster 699,""
NC_013748.1_43,,2363,--- Cluster 700,""
SJER01000008.1_154,,2365,--- Cluster 701,""
CP099999.1_20,,2367,--- Cluster 702,""
CP101158.1_63,"",2369,--- Cluster 703,""
CP031299.1_18,"",2371,--- Cluster 704,""
CP084476.1_62,"",2372,--- Cluster 704,""
JDTG01000019.1_91,"",2373,--- Cluster 704,""
NC_013748.1_19,"",2374,--- Cluster 704,""
CP100004.1_20,"",2376,--- Cluster 705,""
JAAOHU010000009.1_43,"",2378,--- Cluster 706,""
NC_013748.1_7,"",2380,--- Cluster 707,""
CP095494.1_31,"",2381,--- Cluster 707,""
CP099999.1_43,"",2382,--- Cluster 707,""
CP119801.1_22,,2384,--- Cluster 708,""
JAJCVI010000002.1_556,"",2386,--- Cluster 709,""
AOIR01000042.1_67,,2388,--- Cluster 710,""
CP031299.1_37,"",2390,--- Cluster 711,""
JDTG01000019.1_110,,2391,--- Cluster 711,""
CP099999.1_21,,2393,--- Cluster 712,""
FNFE01000011.1_41,"",2395,--- Cluster 713,""
Gairdner_NODE_167_length_41210_cov_9.888325_6,,2397,--- Cluster 714,""
JAAOHU010000009.1_32,"",2399,--- Cluster 715,""
JAJCVI010000007.1_37,,2401,--- Cluster 716,""
JAJCVI010000007.1_43,,2403,--- Cluster 717,""
JDTG01000019.1_76,"",2405,--- Cluster 718,""
SRIF01000015.1_81,"",2407,--- Cluster 719,""
FNFE01000011.1_28,"",2409,--- Cluster 720,""
JAAOHU010000009.1_7,"",2411,--- Cluster 721,""
RJJW01000001.1_48,"",2413,--- Cluster 722,""
AOJE01000051.1_7,,2415,--- Cluster 723,""
AOLZ01000012.1_43,,2417,--- Cluster 724,""
CP084476.1_40,,2419,--- Cluster 725,""
Gairdner_NODE_167_length_41210_cov_9.888325_43,,2421,--- Cluster 726,""
JAAOHU010000009.1_24,"",2423,--- Cluster 727,""
JAAOHU010000009.1_29,"",2425,--- Cluster 728,""
JAAOHU010000009.1_31,"",2426,--- Cluster 728,""
RJJW01000001.1_16,,2428,--- Cluster 729,""
AOLZ01000012.1_40,,2430,--- Cluster 730,""
CP019286.1_29,,2431,--- Cluster 730,""
CP084476.1_78,"",2433,--- Cluster 731,""
Gairdner_NODE_107_length_49922_cov_74.384603_34,"",2435,--- Cluster 732,""
KX687704.1_6,"",2437,--- Cluster 733,""
KX906370.1_87,"",2438,--- Cluster 733,""
NC_015659.1_76,,2440,--- Cluster 734,""
QKNW01000002.1_48,"",2442,--- Cluster 735,""
CP101158.1_101,,2444,--- Cluster 736,""
CP119801.1_52,,2446,--- Cluster 737,""
FNFE01000011.1_49,,2448,--- Cluster 738,""
KX906370.1_108,"",2450,--- Cluster 739,""
NC_013748.1_5,"",2452,--- Cluster 740,""
NC_013748.1_42,,2454,--- Cluster 741,""
AOLZ01000012.1_45,,2456,--- Cluster 742,""
CP019286.1_24,,2457,--- Cluster 742,""
CP101161.1_3040,"",2459,--- Cluster 743,""
FNFE01000011.1_4,,2461,--- Cluster 744,""
RJJW01000001.1_59,"",2463,--- Cluster 745,""
AOIP01000022.1_9,,2465,--- Cluster 746,""
AOJE01000025.1_31,"",2467,--- Cluster 747,""
JAAOHU010000009.1_22,"",2469,--- Cluster 748,""
NC_015659.1_77,,2471,--- Cluster 749,""
CP019329.1_51,,2473,--- Cluster 750,""
CP099999.1_12,,2475,--- Cluster 751,""
AOIR01000042.1_28,,2477,--- Cluster 752,""
BBJN01000020.1_21,,2479,--- Cluster 753,""
KX687704.1_2,"",2481,--- Cluster 754,""
KX906370.1_83,"",2482,--- Cluster 754,""
CP119801.1_20,,2484,--- Cluster 755,""
CP101161.1_3044,"",2486,--- Cluster 756,""
AOIR01000042.1_59,"",2488,--- Cluster 757,""
CP031299.1_1,"",2490,--- Cluster 758,""
FNFE01000011.1_42,"",2492,--- Cluster 759,""
Gairdner_NODE_167_length_41210_cov_9.888325_41,,2494,--- Cluster 760,""
JAAOHU010000009.1_40,"",2496,--- Cluster 761,""
JDTG01000019.1_78,"",2498,--- Cluster 762,""
SRIF01000015.1_86,,2500,--- Cluster 763,""
SJER01000008.1_116,,2502,--- Cluster 764,""
CP019329.1_50,,2504,--- Cluster 765,""
JAJCVI010000007.1_42,,2506,--- Cluster 766,""
LWLN01000003.1_7,,2508,--- Cluster 767,""
AOLZ01000012.1_44,,2510,--- Cluster 768,""
CP019286.1_25,,2511,--- Cluster 768,""
CP019329.1_49,,2513,--- Cluster 769,""
SJER01000008.1_153,,2515,--- Cluster 770,""
AOIR01000042.1_62,,2517,--- Cluster 771,""
BBJN01000020.1_53,,2519,--- Cluster 772,""
CP019329.1_84,"",2521,--- Cluster 773,""
FNFE01000011.1_10,,2523,--- Cluster 774,""
AOIR01000042.1_69,,2525,--- Cluster 775,""
AOJE01000051.1_45,"",2527,--- Cluster 776,""
Eyre_NODE_236_length_33155_cov_19.932_36,"",2529,--- Cluster 777,""
Eyresouth_NODE_101_length_48437_cov_7.17035_18,"",2530,--- Cluster 777,""
Frome_NODE_383_length_24936_cov_4.316346_10,"",2531,--- Cluster 777,""
FNFE01000011.1_9,,2533,--- Cluster 778,""
JAAOHU010000009.1_28,"",2535,--- Cluster 779,""
AOJE01000051.1_32,"",2537,--- Cluster 780,""
KX687704.1_13,"",2538,--- Cluster 780,""
KX906370.1_94,"",2539,--- Cluster 780,""
CP101158.1_97,,2541,--- Cluster 781,""
Eyresouth_NODE_101_length_48437_cov_7.17035_34,,2543,--- Cluster 782,""
KX906370.1_75,,2545,--- Cluster 783,""
AOIO01000049.1_79,,2547,--- Cluster 784,""
CP101158.1_67,"",2549,--- Cluster 785,""
JAJCVI010000007.1_40,,2551,--- Cluster 786,""
SJER01000008.1_148,"",2553,--- Cluster 787,""
CP099999.1_24,"",2555,--- Cluster 788,""
LOAJ01000002.1_64,"",2557,--- Cluster 789,""
SJER01000008.1_117,,2559,--- Cluster 790,""
AOIO01000049.1_103,"",2561,--- Cluster 791,""
CP100004.1_30,"",2563,--- Cluster 792,""
WSZK01000033.1_19,"",2565,--- Cluster 793,""
CP095494.1_66,,2567,--- Cluster 794,""
CP119801.1_50,"",2569,--- Cluster 795,""
SRIF01000015.1_94,,2571,--- Cluster 796,""
JAAOHU010000009.1_52,"",2573,--- Cluster 797,""
SJER01000008.1_118,,2575,--- Cluster 798,""
BBJN01000020.1_55,,2577,--- Cluster 799,""
JDTG01000019.1_70,"",2579,--- Cluster 800,""
AOJE01000051.1_30,"",2581,--- Cluster 801,""
FNFE01000011.1_43,,2583,--- Cluster 802,""
JDTG01000019.1_69,"",2585,--- Cluster 803,""
LOAJ01000002.1_76,"",2587,--- Cluster 804,""
AOIR01000042.1_39,"",2589,--- Cluster 805,""
LWLN01000003.1_1,,2591,--- Cluster 806,""
