gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
CP104003.1_1348	305	Pfam	HhH-GPD superfamily base excision DNA repair protein	133	273	1.3e-13	CP104003.1	1348
CP104003.1_3799	217	Pfam	HTH DNA binding domain	160	211	2.8e-19	CP104003.1	3799
CP104003.1_3329	766	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	8	724	0	CP104003.1	3329
CP104003.1_3329	766	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	429	517	2.04e-19	CP104003.1	3329
CP104003.1_3329	766	Pfam	DEAD/DEAH box helicase	27	183	4.4e-24	CP104003.1	3329
CP104003.1_2072	215	Pfam	HTH DNA binding domain	159	210	2.5e-15	CP104003.1	2072
CP104003.1_2159	430	Pfam	Putative transposase DNA-binding domain	305	374	3e-26	CP104003.1	2159
CP104003.1_2159	430	NCBIfam	RNA-guided endonuclease TnpB family protein	19	374	7.7e-57	CP104003.1	2159
CP104003.1_3463	211	Gene3D	Jelly Rolls	92	211	3e-28	CP104003.1	3463
CP104003.1_3704	985	PANTHER	DNA-DIRECTED RNA POLYMERASE	13	944	0	CP104003.1	3704
CP104003.1_3704	985	NCBIfam	DNA-directed RNA polymerase subunit A'	248	934	0	CP104003.1	3704
CP104003.1_3704	985	Pfam	RNA polymerase Rpb1, domain 1	7	392	1.9e-108	CP104003.1	3704
CP104003.1_3704	985	Pfam	RNA polymerase Rpb1, domain 4	743	847	1.3e-30	CP104003.1	3704
CP104003.1_3704	985	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	6	933	0	CP104003.1	3704
CP104003.1_3704	985	Gene3D	RNA polymerase II, clamp domain	1	123	1.3e-31	CP104003.1	3704
CP104003.1_3704	985	Gene3D	RNA polymerase II, clamp domain	308	357	2.7e-06	CP104003.1	3704
CP104003.1_3704	985	Gene3D	RNA polymerase ii	427	487	3.1e-78	CP104003.1	3704
CP104003.1_3704	985	FunFam	DNA-directed RNA polymerase II subunit RPB1	466	567	1.2e-39	CP104003.1	3704
CP104003.1_3704	985	Pfam	RNA polymerase Rpb1, domain 2	394	560	6.1e-67	CP104003.1	3704
CP104003.1_3704	985	Gene3D	RNA polymerase Rpb1, domain 3	568	710	6.2e-26	CP104003.1	3704
CP104003.1_3704	985	Pfam	RNA polymerase Rpb1, domain 3	563	715	3e-27	CP104003.1	3704
CP104003.1_3704	985	Pfam	RNA polymerase Rpb1, domain 5	854	919	1.1e-25	CP104003.1	3704
CP104003.1_3207	198	Gene3D	Jelly Rolls	9	154	4.4e-17	CP104003.1	3207
CP104003.1_2779	170	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	67	2.11e-14	CP104003.1	2779
CP104003.1_2935	192	Gene3D	Jelly Rolls	15	126	5.7e-16	CP104003.1	2935
CP104003.1_456	176	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	89	6.8e-22	CP104003.1	456
CP104003.1_3147	216	SUPERFAMILY	KorB DNA-binding domain-like	69	160	8.76e-07	CP104003.1	3147
CP104003.1_2927	269	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	84	1.99e-06	CP104003.1	2927
CP104003.1_3726	239	Pfam	HTH DNA binding domain	178	227	1.3e-16	CP104003.1	3726
CP104003.1_2949	242	Pfam	HTH DNA binding domain	176	227	1.4e-19	CP104003.1	2949
CP104003.1_3475	242	Pfam	HTH DNA binding domain	184	231	2.6e-16	CP104003.1	3475
CP104003.1_3475	242	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	202	236	6.73e-06	CP104003.1	3475
CP104003.1_3705	398	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	28	387	2.06e-92	CP104003.1	3705
CP104003.1_3705	398	PANTHER	DNA-DIRECTED RNA POLYMERASE	14	384	1.9e-65	CP104003.1	3705
CP104003.1_3705	398	Pfam	RNA polymerase Rpb1, domain 5	14	336	3.9e-53	CP104003.1	3705
CP104003.1_3705	398	NCBIfam	DNA-directed RNA polymerase subunit A''	13	386	0	CP104003.1	3705
CP104003.1_3320	478	PANTHER	POLY(3-HYDROXYALKANOATE) POLYMERASE SUBUNIT PHAC	15	367	3e-82	CP104003.1	3320
CP104003.1_1526	887	Pfam	DNA replication factor Dna2	40	212	3.7e-18	CP104003.1	1526
CP104003.1_1526	887	PANTHER	DNA2/NAM7 HELICASE FAMILY MEMBER	381	884	9.8e-93	CP104003.1	1526
CP104003.1_2323	153	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	91	1.15e-12	CP104003.1	2323
CP104003.1_2861	1225	Pfam	UvrD-like helicase C-terminal domain	599	904	4.1e-23	CP104003.1	2861
CP104003.1_2861	1225	PANTHER	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	6	908	6.9e-91	CP104003.1	2861
CP104003.1_2861	1225	Pfam	UvrD/REP helicase N-terminal domain	7	463	1.3e-53	CP104003.1	2861
CP104003.1_2861	1225	SUPERFAMILY	Restriction endonuclease-like	1043	1179	3.43e-10	CP104003.1	2861
CP104003.1_3583	613	Gene3D	Endonuclease/exonuclease/phosphatase	387	612	3.5e-49	CP104003.1	3583
CP104003.1_3583	613	Pfam	Endonuclease/Exonuclease/phosphatase family	403	603	2.8e-16	CP104003.1	3583
CP104003.1_3861	222	Pfam	HTH DNA binding domain	156	207	1.3e-15	CP104003.1	3861
CP104003.1_3738	114	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	99	7.91e-12	CP104003.1	3738
CP104003.1_3604	220	Pfam	HTH DNA binding domain	161	212	1.7e-14	CP104003.1	3604
CP104003.1_1836	311	FunFam	Replication protein A	69	170	4.4e-30	CP104003.1	1836
CP104003.1_1229	226	Pfam	HTH DNA binding domain	170	221	9.3e-20	CP104003.1	1229
CP104003.1_2154	83	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	58	9.37e-10	CP104003.1	2154
CP104003.1_1522	921	Pfam	Helicase Lhr winged helix domain	452	610	8.5e-09	CP104003.1	1522
CP104003.1_1522	921	Pfam	Helicase conserved C-terminal domain	302	408	5.2e-18	CP104003.1	1522
CP104003.1_1522	921	Pfam	DEAD/DEAH box helicase	61	244	1.1e-29	CP104003.1	1522
CP104003.1_1522	921	PANTHER	ATP-DEPENDENT HELICASE LHR-RELATED-RELATED	31	894	0	CP104003.1	1522
CP104003.1_1885	585	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	75	499	4.6e-24	CP104003.1	1885
CP104003.1_3558	238	Pfam	HTH DNA binding domain	171	222	2.3e-16	CP104003.1	3558
CP104003.1_764	619	Pfam	Helicase HerA, central domain	242	475	3.3e-11	CP104003.1	764
CP104003.1_2860	463	SUPERFAMILY	Restriction endonuclease-like	344	456	6.97e-06	CP104003.1	2860
CP104003.1_2860	463	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	242	316	8.2e-08	CP104003.1	2860
CP104003.1_553	796	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	660	714	7.25e-08	CP104003.1	553
CP104003.1_3114	322	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	23	109	7.62e-19	CP104003.1	3114
CP104003.1_479	227	FunFam	Endonuclease III	27	138	4.2e-38	CP104003.1	479
CP104003.1_479	227	Pfam	Iron-sulfur binding domain of endonuclease III	194	210	8.7e-06	CP104003.1	479
CP104003.1_479	227	PANTHER	A/G-SPECIFIC ADENINE GLYCOSYLASE/ENDONUCLEASE III	7	215	1.7e-70	CP104003.1	479
CP104003.1_479	227	Pfam	HhH-GPD superfamily base excision DNA repair protein	40	175	5.3e-22	CP104003.1	479
CP104003.1_479	227	FunFam	Endonuclease III	132	212	2.4e-27	CP104003.1	479
CP104003.1_479	227	NCBIfam	endonuclease III	11	201	5.6e-71	CP104003.1	479
CP104003.1_1032	143	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	13	85	9.4e-09	CP104003.1	1032
CP104003.1_904	93	SUPERFAMILY	RBP11-like subunits of RNA polymerase	1	92	2.22e-17	CP104003.1	904
CP104003.1_904	93	Pfam	RNA polymerase Rpb3/Rpb11 dimerisation domain	12	88	7.1e-17	CP104003.1	904
CP104003.1_2115	226	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	99	7.48e-16	CP104003.1	2115
CP104003.1_3525	64	Pfam	'Cold-shock' DNA-binding domain	3	63	5.5e-20	CP104003.1	3525
CP104003.1_2202	473	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	249	321	4.02e-08	CP104003.1	2202
CP104003.1_2202	473	SUPERFAMILY	Restriction endonuclease-like	380	453	1.82e-06	CP104003.1	2202
CP104003.1_3208	265	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	74	1.62e-09	CP104003.1	3208
CP104003.1_3459	584	Pfam	UvrC RNAse H endonuclease domain	374	520	5e-41	CP104003.1	3459
CP104003.1_3459	584	SUPERFAMILY	GIY-YIG endonuclease	17	97	2.62e-17	CP104003.1	3459
CP104003.1_3459	584	Gene3D	UvrC, RNAse H endonuclease domain	367	529	2.1e-44	CP104003.1	3459
CP104003.1_2254	401	Pfam	Putative transposase DNA-binding domain	294	363	1.9e-16	CP104003.1	2254
CP104003.1_2254	401	NCBIfam	RNA-guided endonuclease TnpB family protein	56	362	3.4e-42	CP104003.1	2254
CP104003.1_2537	165	Gene3D	Jelly Rolls	13	130	1.8e-20	CP104003.1	2537
CP104003.1_419	196	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	26	112	1.59e-14	CP104003.1	419
CP104003.1_3863	132	Pfam	Iron dependent repressor, N-terminal DNA binding domain	6	59	2e-08	CP104003.1	3863
CP104003.1_3863	132	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	93	9.72e-09	CP104003.1	3863
CP104003.1_3389	215	Pfam	HTH DNA binding domain	151	201	4.3e-16	CP104003.1	3389
CP104003.1_4072	218	Pfam	HTH DNA binding domain	159	211	4e-20	CP104003.1	4072
CP104003.1_3483	1934	Gene3D	Homing endonucleases	1105	1280	5.2e-23	CP104003.1	3483
CP104003.1_3483	1934	Gene3D	Homing endonucleases	479	649	4.7e-30	CP104003.1	3483
CP104003.1_3483	1934	SUPERFAMILY	lambda repressor-like DNA-binding domains	678	736	4.83e-07	CP104003.1	3483
CP104003.1_3483	1934	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	10	1901	0	CP104003.1	3483
CP104003.1_3483	1934	FunFam	DNA replication licensing factor (Mcm)	1850	1934	2.6e-28	CP104003.1	3483
CP104003.1_3483	1934	FunFam	DNA helicase	126	175	9.7e-12	CP104003.1	3483
CP104003.1_3483	1934	SUPERFAMILY	lambda repressor-like DNA-binding domains	750	805	6.7e-07	CP104003.1	3483
CP104003.1_3483	1934	SUPERFAMILY	Homing endonucleases	1205	1309	9.52e-09	CP104003.1	3483
CP104003.1_3483	1934	SUPERFAMILY	Homing endonucleases	569	659	5.04e-15	CP104003.1	3483
CP104003.1_2045	217	Pfam	HTH DNA binding domain	157	208	4.8e-17	CP104003.1	2045
CP104003.1_1892	129	PANTHER	ENDONUCLEASE III	2	122	8.1e-27	CP104003.1	1892
CP104003.1_2359	241	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	93	1.73e-11	CP104003.1	2359
CP104003.1_3050	790	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	408	501	1.36e-14	CP104003.1	3050
CP104003.1_3050	790	Pfam	DEAD/DEAH box helicase	21	183	2.7e-24	CP104003.1	3050
CP104003.1_3050	790	Pfam	Helicase conserved C-terminal domain	225	379	6.2e-07	CP104003.1	3050
CP104003.1_3050	790	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	3	517	0	CP104003.1	3050
CP104003.1_111	308	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	54	8.93e-06	CP104003.1	111
CP104003.1_3399	93	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	77	7.04e-10	CP104003.1	3399
CP104003.1_3836	106	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	19	99	5.54e-14	CP104003.1	3836
CP104003.1_2562	239	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	169	226	4.45e-06	CP104003.1	2562
CP104003.1_2562	239	Pfam	HTH DNA binding domain	171	221	7.9e-19	CP104003.1	2562
CP104003.1_2555	268	NCBIfam	DNA repair and recombination protein RadB	44	261	3.7e-71	CP104003.1	2555
CP104003.1_409	160	Gene3D	Jelly Rolls	5	141	2.1e-33	CP104003.1	409
CP104003.1_738	105	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	87	6e-16	CP104003.1	738
CP104003.1_2393	444	PANTHER	DNA PRIMASE	77	262	3.6e-38	CP104003.1	2393
CP104003.1_2393	444	CDD	TOPRIM_primases	167	241	8.99195e-10	CP104003.1	2393
CP104003.1_2393	444	SUPERFAMILY	DNA primase core	154	221	2.38e-09	CP104003.1	2393
CP104003.1_2931	342	Pfam	Homing endonuclease associated repeat	60	113	3.5e-07	CP104003.1	2931
CP104003.1_3107	282	PANTHER	ENDONUCLEASE IV  ENDODEOXYRIBONUCLEASE IV	3	281	3.1e-80	CP104003.1	3107
CP104003.1_3107	282	FunFam	Probable endonuclease 4	5	282	1.1e-81	CP104003.1	3107
CP104003.1_3000	135	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	15	107	4.2e-12	CP104003.1	3000
CP104003.1_3434	234	Pfam	HTH DNA binding domain	166	217	1.2e-13	CP104003.1	3434
CP104003.1_1660	228	Pfam	HTH DNA binding domain	171	222	1.8e-18	CP104003.1	1660
CP104003.1_3702	520	Gene3D	RNA polymerase Rpb2, domain 2	182	340	5.8e-38	CP104003.1	3702
CP104003.1_3702	520	Pfam	RNA polymerase beta subunit	19	401	9.6e-49	CP104003.1	3702
CP104003.1_3702	520	Pfam	RNA polymerase Rpb2, domain 3	422	483	9.4e-25	CP104003.1	3702
CP104003.1_3702	520	Pfam	RNA polymerase Rpb2, domain 2	176	354	2.1e-26	CP104003.1	3702
CP104003.1_3702	520	PANTHER	DNA-DIRECTED RNA POLYMERASE I SUBUNIT 2	8	505	9.4e-95	CP104003.1	3702
CP104003.1_3702	520	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	5	511	5.8e-121	CP104003.1	3702
CP104003.1_1341	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	78	2.02e-12	CP104003.1	1341
CP104003.1_1020	117	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	90	5.63e-09	CP104003.1	1020
CP104003.1_3303	683	Pfam	Helicase conserved C-terminal domain	451	556	1.1e-16	CP104003.1	3303
CP104003.1_2347	65	SUPERFAMILY	lambda repressor-like DNA-binding domains	2	63	3.75e-17	CP104003.1	2347
CP104003.1_885	238	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	46	1.82e-07	CP104003.1	885
CP104003.1_3987	261	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	81	1.88e-13	CP104003.1	3987
CP104003.1_169	105	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	15	66	8.44e-09	CP104003.1	169
CP104003.1_444	425	Pfam	Putative transposase DNA-binding domain	314	381	3.3e-19	CP104003.1	444
CP104003.1_444	425	NCBIfam	RNA-guided endonuclease TnpB family protein	13	380	8.9e-38	CP104003.1	444
CP104003.1_2908	225	Pfam	HTH DNA binding domain	159	210	8.4e-19	CP104003.1	2908
CP104003.1_2194	130	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	31	113	9.56e-08	CP104003.1	2194
CP104003.1_3495	670	Pfam	Helicase conserved C-terminal domain	433	530	2.8e-13	CP104003.1	3495
CP104003.1_3495	670	Pfam	DEAD/DEAH box helicase	217	379	1.1e-23	CP104003.1	3495
CP104003.1_3495	670	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	179	456	6.1e-84	CP104003.1	3495
CP104003.1_3079	94	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	88	4.5e-14	CP104003.1	3079
CP104003.1_286	114	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	89	5.88e-15	CP104003.1	286
CP104003.1_3490	388	Pfam	PD-(D/E)XK endonuclease	1	131	7.5e-34	CP104003.1	3490
CP104003.1_3490	388	Pfam	PD-(D/E)XK endonuclease	312	382	3.7e-07	CP104003.1	3490
CP104003.1_1072	406	SUPERFAMILY	DNA/RNA polymerases	2	253	3.91e-70	CP104003.1	1072
CP104003.1_1072	406	PANTHER	DNA REPAIR POLYMERASE UMUC / TRANSFERASE FAMILY MEMBER	2	371	5e-82	CP104003.1	1072
CP104003.1_1072	406	SUPERFAMILY	Lesion bypass DNA polymerase (Y-family), little finger domain	254	351	3.53e-16	CP104003.1	1072
CP104003.1_1027	333	NCBIfam	orc1/cdc6 family replication initiation protein	5	327	1.1e-57	CP104003.1	1027
CP104003.1_2454	305	PRINTS	DNA repair protein radA signature	65	93	5e-10	CP104003.1	2454
CP104003.1_2454	305	PRINTS	DNA repair protein radA signature	108	125	5e-10	CP104003.1	2454
CP104003.1_2639	208	Pfam	HTH DNA binding domain	152	203	1.7e-13	CP104003.1	2639
CP104003.1_1201	66	Pfam	RNA polymerase Rpb6	1	51	8e-11	CP104003.1	1201
CP104003.1_1201	66	PANTHER	DNA-DIRECTED RNA POLYMERASE SUBUNIT K	7	56	1.9e-12	CP104003.1	1201
CP104003.1_147	96	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	95	8.84e-28	CP104003.1	147
CP104003.1_2011	1147	Pfam	MmeI, helicase spacer domain	272	432	5.3e-08	CP104003.1	2011
CP104003.1_1202	64	SUPERFAMILY	RNA polymerase subunit RPB10	1	64	3.27e-27	CP104003.1	1202
CP104003.1_1202	64	FunFam	DNA-directed RNA polymerase subunit N, putative	1	64	1.2e-32	CP104003.1	1202
CP104003.1_1202	64	Pfam	RNA polymerases N / 8 kDa subunit	2	58	5.3e-27	CP104003.1	1202
CP104003.1_1202	64	PANTHER	DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC5 FAMILY MEMBER	1	63	7.5e-22	CP104003.1	1202
CP104003.1_3106	153	Gene3D	Jelly Rolls	3	131	7.7e-25	CP104003.1	3106
CP104003.1_2488	249	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	72	5.91e-08	CP104003.1	2488
CP104003.1_3581	127	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	113	4.12e-12	CP104003.1	3581
CP104003.1_448	160	Gene3D	Jelly Rolls	10	125	3e-19	CP104003.1	448
CP104003.1_2937	431	NCBIfam	RNA-guided endonuclease TnpB family protein	16	375	1.4e-58	CP104003.1	2937
CP104003.1_2937	431	Pfam	Putative transposase DNA-binding domain	306	375	3.1e-26	CP104003.1	2937
CP104003.1_70	262	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	16	86	7.87e-10	CP104003.1	70
CP104003.1_1741	413	Pfam	Putative transposase DNA-binding domain	297	367	3.6e-20	CP104003.1	1741
CP104003.1_1741	413	NCBIfam	RNA-guided endonuclease TnpB family protein	21	367	1.6e-40	CP104003.1	1741
CP104003.1_1423	797	Pfam	DEAD/DEAH box helicase	55	247	1.8e-20	CP104003.1	1423
CP104003.1_1423	797	Pfam	Helicase conserved C-terminal domain	305	413	1.3e-11	CP104003.1	1423
CP104003.1_1423	797	PANTHER	ATP-DEPENDENT HELICASE HRQ1	3	796	0	CP104003.1	1423
CP104003.1_2902	184	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	35	125	2.66e-07	CP104003.1	2902
CP104003.1_1819	116	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	85	1.22e-14	CP104003.1	1819
CP104003.1_3696	357	PANTHER	HELICASE MJ1565-RELATED	142	328	2.9e-21	CP104003.1	3696
CP104003.1_1986	878	Pfam	Helicase conserved C-terminal domain	430	525	4.9e-13	CP104003.1	1986
CP104003.1_1986	878	NCBIfam	RecQ family ATP-dependent DNA helicase	211	547	1.5e-73	CP104003.1	1986
CP104003.1_1986	878	PANTHER	DNA HELICASE RECQ FAMILY MEMBER	201	551	2.4e-79	CP104003.1	1986
CP104003.1_1986	878	Pfam	DEAD/DEAH box helicase	215	386	2.6e-16	CP104003.1	1986
CP104003.1_3630	987	PANTHER	HELICASE SUPERFAMILY 1 AND 2 DOMAIN-CONTAINING PROTEIN	143	798	0	CP104003.1	3630
CP104003.1_1074	643	Pfam	Helicase HerA, central domain	9	134	1e-11	CP104003.1	1074
CP104003.1_1074	643	PANTHER	HELICASE MJ1565-RELATED	106	234	8.6e-25	CP104003.1	1074
CP104003.1_3816	274	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	84	2.44e-08	CP104003.1	3816
CP104003.1_2857	237	Pfam	HTH DNA binding domain	182	233	1.5e-20	CP104003.1	2857
CP104003.1_2508	578	PANTHER	GLYCYL-TRNA SYNTHETASE/DNA POLYMERASE SUBUNIT GAMMA-2	5	575	0	CP104003.1	2508
CP104003.1_1404	216	Pfam	HTH DNA binding domain	160	211	1.8e-19	CP104003.1	1404
CP104003.1_2998	239	Pfam	HTH DNA binding domain	184	231	2.4e-15	CP104003.1	2998
CP104003.1_2998	239	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	201	232	6.8e-06	CP104003.1	2998
CP104003.1_1149	118	PANTHER	RNA POLYMERASE RPB4	1	117	6.1e-30	CP104003.1	1149
CP104003.1_1149	118	Pfam	RNA polymerase Rpb4	12	117	2.4e-11	CP104003.1	1149
CP104003.1_266	423	PANTHER	DNA REPAIR PROTEIN	18	421	0	CP104003.1	266
CP104003.1_266	423	NCBIfam	DNA repair protein NreA	1	421	0	CP104003.1	266
CP104003.1_1719	195	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	62	7.37e-15	CP104003.1	1719
CP104003.1_157	231	Pfam	HTH DNA binding domain	161	212	5.3e-18	CP104003.1	157
CP104003.1_1131	749	Pfam	Helicase	222	391	1.2e-47	CP104003.1	1131
CP104003.1_1160	213	Pfam	HTH DNA binding domain	156	203	3.9e-18	CP104003.1	1160
CP104003.1_2749	342	NCBIfam	orc1/cdc6 family replication initiation protein	11	337	1.7e-55	CP104003.1	2749
CP104003.1_173	73	Pfam	'Cold-shock' DNA-binding domain	12	72	2.5e-20	CP104003.1	173
CP104003.1_1907	107	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	76	3.06e-13	CP104003.1	1907
CP104003.1_648	109	Pfam	RNA polymerases M/15 Kd subunit	1	26	7.3e-08	CP104003.1	648
CP104003.1_648	109	PANTHER	DNA-DIRECTED RNA POLYMERASE	1	106	1.2e-14	CP104003.1	648
CP104003.1_2615	334	Pfam	DNA polymerase III, delta subunit	36	176	7.5e-12	CP104003.1	2615
CP104003.1_2615	334	PANTHER	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	19	325	2.7e-49	CP104003.1	2615
CP104003.1_2615	334	Pfam	Replication factor C C-terminal domain	246	330	1.1e-09	CP104003.1	2615
CP104003.1_270	119	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	98	5.35e-18	CP104003.1	270
CP104003.1_3057	1381	PANTHER	DNA POLYMERASE II LARGE SUBUNIT	6	1381	0	CP104003.1	3057
CP104003.1_3057	1381	NCBIfam	DNA polymerase II large subunit	6	959	0	CP104003.1	3057
CP104003.1_3057	1381	Pfam	DNA polymerase II large subunit DP2	7	956	0	CP104003.1	3057
CP104003.1_367	247	Pfam	HTH DNA binding domain	184	235	4.7e-16	CP104003.1	367
CP104003.1_3530	531	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	378	436	2.39e-07	CP104003.1	3530
CP104003.1_3530	531	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	439	512	7.31e-17	CP104003.1	3530
CP104003.1_4092	240	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	177	231	2.06e-07	CP104003.1	4092
CP104003.1_4092	240	Pfam	HTH DNA binding domain	178	229	6.2e-17	CP104003.1	4092
CP104003.1_2097	316	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	88	1.28e-06	CP104003.1	2097
CP104003.1_1015	217	Pfam	HTH DNA binding domain	161	212	7e-17	CP104003.1	1015
CP104003.1_901	86	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	18	83	2.26e-11	CP104003.1	901
CP104003.1_2094	189	PANTHER	DNA-DIRECTED RNA POLYMERASE II, III	1	150	1e-15	CP104003.1	2094
CP104003.1_2094	189	NCBIfam	DNA-directed RNA polymerase	1	177	6.7e-56	CP104003.1	2094
CP104003.1_1440	195	Pfam	HhH-GPD superfamily base excision DNA repair protein	41	179	1.6e-17	CP104003.1	1440
CP104003.1_3055	368	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	283	367	9.33e-20	CP104003.1	3055
CP104003.1_3055	368	NCBIfam	orc1/cdc6 family replication initiation protein	8	356	8.3e-99	CP104003.1	3055
CP104003.1_3055	368	SMART	Cdc6_C_2	296	367	1.7e-16	CP104003.1	3055
CP104003.1_441	173	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	63	1.95e-15	CP104003.1	441
CP104003.1_3088	351	Pfam	Eukaryotic and archaeal DNA primase, large subunit	138	308	3.7e-11	CP104003.1	3088
CP104003.1_450	92	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	72	7.05e-07	CP104003.1	450
CP104003.1_985	296	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	198	269	6.67e-16	CP104003.1	985
CP104003.1_1057	261	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	13	74	5.77e-06	CP104003.1	1057
CP104003.1_1171	175	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	42	133	3.72e-09	CP104003.1	1171
CP104003.1_3920	264	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	18	84	1.8e-09	CP104003.1	3920
CP104003.1_1622	417	PANTHER	DNA PRIMASE SMALL SUBUNIT	53	360	6.4e-33	CP104003.1	1622
CP104003.1_1622	417	Pfam	DNA primase small subunit	123	348	9.2e-26	CP104003.1	1622
CP104003.1_1622	417	NCBIfam	eukaryotic-type DNA primase catalytic subunit PriS	55	370	2.4e-45	CP104003.1	1622
CP104003.1_1622	417	Gene3D	DNA primase, PRIM domain	1	415	1.7e-69	CP104003.1	1622
CP104003.1_2180	163	PANTHER	23S RRNA-SPECIFIC ENDONUCLEASE VAPC20	30	159	3.5e-32	CP104003.1	2180
CP104003.1_4049	81	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	13	81	3.39e-10	CP104003.1	4049
CP104003.1_3134	573	SUPERFAMILY	Putative DNA-binding domain	5	74	1.28e-07	CP104003.1	3134
CP104003.1_3134	573	SUPERFAMILY	Putative DNA-binding domain	290	365	5.68e-12	CP104003.1	3134
CP104003.1_302	168	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	67	2.04e-14	CP104003.1	302
CP104003.1_3517	132	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	43	126	7.06e-21	CP104003.1	3517
CP104003.1_2746	703	Pfam	DNA polymerase family B	287	647	3.6e-28	CP104003.1	2746
CP104003.1_2746	703	PANTHER	DNA POLYMERASE CATALYTIC SUBUNIT	284	681	1e-55	CP104003.1	2746
