cluster,cluster_annotation,contig,presence,gene_id,occurances
Cluster 414,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_35,1
Cluster 415,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_47,2
Cluster 415,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_32,2
Cluster 416,"",LWLN01000003.1,1,LWLN01000003.1_11,7
Cluster 416,"",AOIO01000049.1,1,AOIO01000049.1_87,7
Cluster 416,"",CP084476.1,1,CP084476.1_80,7
Cluster 416,"",CP101158.1,1,CP101158.1_72,7
Cluster 416,"",JDTG01000019.1,1,JDTG01000019.1_68,7
Cluster 416,"",AOIP01000022.1,1,AOIP01000022.1_19,7
Cluster 416,"",CP119801.1,1,CP119801.1_47,7
Cluster 417,"",AOLZ01000012.1,1,AOLZ01000012.1_9,2
Cluster 417,"",CP019286.1,1,CP019286.1_61,2
Cluster 418,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_38,1
Cluster 419,"",JAAOHU010000009.1,1,JAAOHU010000009.1_47,1
Cluster 420,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_36,1
Cluster 421,"",NC_015659.1,1,NC_015659.1_81,9
Cluster 421,"",CP084476.1,1,CP084476.1_44,9
Cluster 421,"",FNFE01000011.1,1,FNFE01000011.1_40,9
Cluster 421,"",CP099999.1,1,CP099999.1_25,9
Cluster 421,"",NC_013748.1,1,NC_013748.1_33,9
Cluster 421,"",AOLZ01000012.1,1,AOLZ01000012.1_41,9
Cluster 421,"",CP019286.1,1,CP019286.1_28,9
Cluster 421,"",LWLN01000003.1,1,LWLN01000003.1_39,9
Cluster 421,"",JAJCVI010000002.1,1,JAJCVI010000002.1_572,9
Cluster 422,"",CP100004.1,1,CP100004.1_34,3
Cluster 422,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_5,3
Cluster 422,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_22,3
Cluster 423,"",FOXI01000018.1,1,FOXI01000018.1_24,2
Cluster 423,"",JAANTI010000009.1,1,JAANTI010000009.1_29,2
Cluster 424,"",JAAOHU010000009.1,1,JAAOHU010000009.1_41,1
Cluster 425,"",KX687704.1,1,KX687704.1_15,5
Cluster 425,"",KX906370.1,1,KX906370.1_96,5
Cluster 425,"",LOAJ01000002.1,1,LOAJ01000002.1_54,5
Cluster 425,"",AOJE01000051.1,1,AOJE01000051.1_34,5
Cluster 425,"",CP101158.1,1,CP101158.1_82,5
Cluster 426,"",AOIR01000042.1,1,AOIR01000042.1_60,1
Cluster 427,"",JAJCVI010000007.1,1,JAJCVI010000007.1_1,1
Cluster 428,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_40,2
Cluster 428,"",SJER01000008.1,1,SJER01000008.1_158,2
Cluster 429,"",JAAOHU010000009.1,1,JAAOHU010000009.1_13,4
Cluster 429,"",FNFE01000011.1,1,FNFE01000011.1_13,4
Cluster 429,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_36,4
Cluster 429,"",AOIP01000022.1,1,AOIP01000022.1_11,4
Cluster 430,"",KX687704.1,1,KX687704.1_32,3
Cluster 430,"",KX906370.1,1,KX906370.1_113,3
Cluster 430,"",AOJE01000051.1,1,AOJE01000051.1_10,3
Cluster 431,"",NC_013748.1,1,NC_013748.1_39,1
Cluster 432,"",NC_015659.1,1,NC_015659.1_73,1
Cluster 433,"",QKNW01000002.1,1,QKNW01000002.1_29,1
Cluster 434,"",BBJN01000020.1,1,BBJN01000020.1_19,1
Cluster 435,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_13,2
Cluster 435,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_42,2
Cluster 436,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_20,2
Cluster 436,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_33,2
Cluster 437,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_10,1
Cluster 438,"",KX687704.1,1,KX687704.1_17,1
Cluster 439,"",SRIF01000015.1,1,SRIF01000015.1_70,8
Cluster 439,"",CP119801.1,1,CP119801.1_39,8
Cluster 439,"",AOLZ01000012.1,1,AOLZ01000012.1_24,8
Cluster 439,"",CP019286.1,1,CP019286.1_45,8
Cluster 439,"",CP019329.1,1,CP019329.1_69,8
Cluster 439,"",SJER01000008.1,1,SJER01000008.1_134,8
Cluster 439,"",JAAOHU010000009.1,1,JAAOHU010000009.1_64,8
Cluster 439,"",JAJCVI010000007.1,1,JAJCVI010000007.1_20,8
Cluster 440,"",CP099999.1,1,CP099999.1_56,1
Cluster 441,"",CP100004.1,1,CP100004.1_29,1
Cluster 442,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_18,2
Cluster 442,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_38,2
Cluster 443,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_35,1
Cluster 444,"",JAJCVI010000002.1,1,JAJCVI010000002.1_576,1
Cluster 445,"",LOAJ01000002.1,1,LOAJ01000002.1_74,1
Cluster 446,"",QKNW01000002.1,1,QKNW01000002.1_25,5
Cluster 446,"",WSZK01000033.1,1,WSZK01000033.1_26,5
Cluster 446,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_31,5
Cluster 446,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_23,5
Cluster 446,"",Frome_NODE_383,1,Frome_NODE_383_length_24936_cov_4.316346_15,5
Cluster 447,"",QKNW01000002.1,1,QKNW01000002.1_52,1
Cluster 448,"",QKNW01000002.1,1,QKNW01000002.1_53,1
Cluster 449,"",SRIF01000015.1,1,SRIF01000015.1_90,1
Cluster 450,"",CP084476.1,1,CP084476.1_86,3
Cluster 450,"",LWLN01000003.1,1,LWLN01000003.1_10,3
Cluster 450,"",NC_013748.1,1,NC_013748.1_1,3
Cluster 451,"",CP099999.1,1,CP099999.1_44,1
Cluster 452,"",CP101161.1,1,CP101161.1_3042,1
Cluster 453,"",JAAOHU010000009.1,1,JAAOHU010000009.1_9,2
Cluster 453,"",SRIF01000015.1,1,SRIF01000015.1_85,2
Cluster 454,"",RJJW01000001.1,1,RJJW01000001.1_41,1
Cluster 455,"",AOIR01000042.1,1,AOIR01000042.1_42,1
Cluster 456,"",CP095494.1,1,CP095494.1_54,1
Cluster 457,"",CP084476.1,1,CP084476.1_45,1
Cluster 458,"",KX906370.1,1,KX906370.1_121,2
Cluster 458,"",QKNW01000002.1,1,QKNW01000002.1_36,2
Cluster 459,"",NC_015659.1,1,NC_015659.1_70,1
Cluster 460,"",SRIF01000015.1,1,SRIF01000015.1_54,1
Cluster 461,"",SRIF01000015.1,1,SRIF01000015.1_62,1
Cluster 462,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_12,1
Cluster 463,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_23,2
Cluster 463,"",NC_013748.1,1,NC_013748.1_24,2
Cluster 464,"",WSZK01000033.1,1,WSZK01000033.1_15,1
Cluster 465,"",AOIR01000042.1,1,AOIR01000042.1_61,1
Cluster 466,"",SRIF01000015.1,1,SRIF01000015.1_68,3
Cluster 466,"",CP119801.1,1,CP119801.1_37,3
Cluster 466,"",CP095494.1,1,CP095494.1_42,3
Cluster 467,"",CP019329.1,1,CP019329.1_58,1
Cluster 468,"",CP101158.1,1,CP101158.1_58,1
Cluster 469,"",JAJCVI010000002.1,1,JAJCVI010000002.1_579,1
Cluster 470,"",JAJCVI010000007.1,1,JAJCVI010000007.1_36,5
Cluster 470,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_3,5
Cluster 470,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_2,5
Cluster 470,"",KX906370.1,1,KX906370.1_80,5
Cluster 470,"",KX906370.1,1,KX906370.1_79,5
Cluster 471,"",LWLN01000003.1,1,LWLN01000003.1_37,3
Cluster 471,"",CP031299.1,1,CP031299.1_36,3
Cluster 471,"",JDTG01000019.1,1,JDTG01000019.1_109,3
Cluster 472,"",SJER01000008.1,1,SJER01000008.1_156,1
Cluster 473,"",SRIF01000015.1,1,SRIF01000015.1_48,1
Cluster 474,"",SRIF01000015.1,1,SRIF01000015.1_57,1
Cluster 475,"",AOIO01000049.1,1,AOIO01000049.1_104,1
Cluster 476,"",AOIP01000022.1,1,AOIP01000022.1_15,1
Cluster 477,"",CP099999.1,1,CP099999.1_16,1
Cluster 478,"",CP100004.1,1,CP100004.1_33,1
Cluster 479,"",JAAOHU010000009.1,1,JAAOHU010000009.1_66,1
Cluster 480,"",JAJCVI010000007.1,1,JAJCVI010000007.1_25,3
Cluster 480,"",SJER01000008.1,1,SJER01000008.1_139,3
Cluster 480,"",JAAOHU010000009.1,1,JAAOHU010000009.1_59,3
Cluster 481,"",KX687704.1,1,KX687704.1_3,2
Cluster 481,"",KX906370.1,1,KX906370.1_84,2
Cluster 482,"",AOIO01000049.1,1,AOIO01000049.1_80,1
Cluster 483,"",CP100004.1,1,CP100004.1_21,1
Cluster 484,"",CP101161.1,1,CP101161.1_3071,1
Cluster 485,"",JAJCVI010000007.1,1,JAJCVI010000007.1_34,1
Cluster 486,"",SJER01000008.1,1,SJER01000008.1_121,2
Cluster 486,"",JAAOHU010000009.1,1,JAAOHU010000009.1_8,2
Cluster 487,"",CP019329.1,1,CP019329.1_66,6
Cluster 487,"",AOLZ01000012.1,1,AOLZ01000012.1_28,6
Cluster 487,"",CP019286.1,1,CP019286.1_41,6
Cluster 487,"",FNFE01000011.1,1,FNFE01000011.1_31,6
Cluster 487,"",LWLN01000003.1,1,LWLN01000003.1_22,6
Cluster 487,"",CP099999.1,1,CP099999.1_33,6
Cluster 488,"",FNFE01000011.1,1,FNFE01000011.1_5,1
Cluster 489,"",JAAOHU010000009.1,1,JAAOHU010000009.1_42,1
Cluster 490,"",WSZK01000033.1,1,WSZK01000033.1_7,1
Cluster 491,"",WSZK01000033.1,1,WSZK01000033.1_17,1
Cluster 492,"",CP101161.1,1,CP101161.1_3041,1
Cluster 493,"",SRIF01000015.1,1,SRIF01000015.1_93,1
Cluster 494,"",AOIP01000022.1,1,AOIP01000022.1_43,1
Cluster 495,"",AOJE01000051.1,1,AOJE01000051.1_33,5
Cluster 495,"",KX687704.1,1,KX687704.1_16,5
Cluster 495,"",KX906370.1,1,KX906370.1_97,5
Cluster 495,"",LOAJ01000002.1,1,LOAJ01000002.1_53,5
Cluster 495,"",CP101158.1,1,CP101158.1_83,5
Cluster 496,"",AOJE01000051.1,1,AOJE01000051.1_38,1
Cluster 497,"",CP099999.1,1,CP099999.1_31,6
Cluster 497,"",CP019329.1,1,CP019329.1_64,6
Cluster 497,"",LWLN01000003.1,1,LWLN01000003.1_24,6
Cluster 497,"",AOLZ01000012.1,1,AOLZ01000012.1_30,6
Cluster 497,"",CP019286.1,1,CP019286.1_39,6
Cluster 497,"",FNFE01000011.1,1,FNFE01000011.1_33,6
Cluster 498,"",CP100004.1,1,CP100004.1_9,6
Cluster 498,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_20,6
Cluster 498,"",FOXI01000018.1,1,FOXI01000018.1_48,6
Cluster 498,"",JAANTI010000009.1,1,JAANTI010000009.1_7,6
Cluster 498,"",WSZK01000033.1,1,WSZK01000033.1_30,6
Cluster 498,"",BBJN01000020.1,1,BBJN01000020.1_38,6
Cluster 499,"",JAAOHU010000009.1,1,JAAOHU010000009.1_60,4
Cluster 499,"",SRIF01000015.1,1,SRIF01000015.1_64,4
Cluster 499,"",JAJCVI010000007.1,1,JAJCVI010000007.1_24,4
Cluster 499,"",SJER01000008.1,1,SJER01000008.1_138,4
Cluster 500,"",QKNW01000002.1,1,QKNW01000002.1_51,1
Cluster 501,"",SRIF01000015.1,1,SRIF01000015.1_67,1
Cluster 502,"",SRIF01000015.1,1,SRIF01000015.1_89,1
Cluster 503,"",AOIR01000042.1,1,AOIR01000042.1_71,1
Cluster 504,"",CP019329.1,1,CP019329.1_65,8
Cluster 504,"",CP099999.1,1,CP099999.1_32,8
Cluster 504,"",FNFE01000011.1,1,FNFE01000011.1_32,8
Cluster 504,"",LWLN01000003.1,1,LWLN01000003.1_23,8
Cluster 504,"",AOLZ01000012.1,1,AOLZ01000012.1_29,8
Cluster 504,"",CP019286.1,1,CP019286.1_40,8
Cluster 504,"",CP095494.1,1,CP095494.1_46,8
Cluster 504,"",CP119801.1,1,CP119801.1_33,8
Cluster 505,"",CP031299.1,1,CP031299.1_5,1
Cluster 506,"",LWLN01000003.1,1,LWLN01000003.1_8,5
Cluster 506,"",CP095494.1,1,CP095494.1_27,5
Cluster 506,"",CP084476.1,1,CP084476.1_81,5
Cluster 506,"",CP119801.1,1,CP119801.1_49,5
Cluster 506,"",CP099999.1,1,CP099999.1_46,5
Cluster 507,"",AOIR01000042.1,1,AOIR01000042.1_38,1
Cluster 508,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_30,1
Cluster 509,"",RJJW01000001.1,1,RJJW01000001.1_35,1
Cluster 510,"",AOJE01000025.1,1,AOJE01000025.1_25,1
Cluster 511,"",AOJE01000051.1,1,AOJE01000051.1_37,1
Cluster 512,"",CP095494.1,1,CP095494.1_47,2
Cluster 512,"",CP119801.1,1,CP119801.1_32,2
Cluster 513,"",CP099999.1,1,CP099999.1_55,1
Cluster 514,"",CP119801.1,1,CP119801.1_27,1
Cluster 515,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_14,2
Cluster 515,"",JAAOHU010000009.1,1,JAAOHU010000009.1_14,2
Cluster 516,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_16,2
Cluster 516,"",CP100004.1,1,CP100004.1_5,2
Cluster 517,"",JAJCVI010000002.1,1,JAJCVI010000002.1_581,1
Cluster 518,"",NC_015659.1,1,NC_015659.1_90,7
Cluster 518,"",CP031299.1,1,CP031299.1_22,7
Cluster 518,"",CP084476.1,1,CP084476.1_58,7
Cluster 518,"",JDTG01000019.1,1,JDTG01000019.1_95,7
Cluster 518,"",NC_013748.1,1,NC_013748.1_23,7
Cluster 518,"",AOIO01000049.1,1,AOIO01000049.1_101,7
Cluster 518,"",AOIP01000022.1,1,AOIP01000022.1_30,7
Cluster 519,"",SJER01000008.1,1,SJER01000008.1_147,1
Cluster 520,"",BBJN01000020.1,1,BBJN01000020.1_24,1
Cluster 521,"",CP100004.1,1,CP100004.1_31,1
Cluster 522,"",FNFE01000011.1,1,FNFE01000011.1_14,2
Cluster 522,"",JAAOHU010000009.1,1,JAAOHU010000009.1_12,2
Cluster 523,"",JAAOHU010000009.1,1,JAAOHU010000009.1_26,1
Cluster 524,"",JAAOHU010000009.1,1,JAAOHU010000009.1_46,1
Cluster 525,"",RJJW01000001.1,1,RJJW01000001.1_37,1
Cluster 526,"",SJER01000008.1,1,SJER01000008.1_114,2
Cluster 526,"",AOIR01000042.1,1,AOIR01000042.1_58,2
Cluster 527,"",CP099999.1,1,CP099999.1_14,1
Cluster 528,"",CP119801.1,1,CP119801.1_51,1
Cluster 529,"",CP119801.1,1,CP119801.1_57,4
Cluster 529,"",AOIP01000022.1,1,AOIP01000022.1_7,4
Cluster 529,"",CP019329.1,1,CP019329.1_86,4
Cluster 529,"",AOIO01000049.1,1,AOIO01000049.1_78,4
Cluster 530,"",WSZK01000033.1,1,WSZK01000033.1_27,1
Cluster 531,"",BBJN01000020.1,1,BBJN01000020.1_26,1
Cluster 532,"",CP019329.1,1,CP019329.1_93,1
Cluster 533,"",CP119801.1,1,CP119801.1_16,1
Cluster 534,"",FOXI01000018.1,1,FOXI01000018.1_28,3
Cluster 534,"",FOXI01000018.1,1,FOXI01000018.1_29,3
Cluster 534,"",JAANTI010000009.1,1,JAANTI010000009.1_25,3
Cluster 535,"",FOXI01000018.1,1,FOXI01000018.1_34,2
Cluster 535,"",JAANTI010000009.1,1,JAANTI010000009.1_20,2
Cluster 536,"",JAAOHU010000009.1,1,JAAOHU010000009.1_33,1
Cluster 537,"",JAAOHU010000009.1,1,JAAOHU010000009.1_38,1
Cluster 538,"",KX687704.1,1,KX687704.1_11,4
Cluster 538,"",KX906370.1,1,KX906370.1_92,4
Cluster 538,"",AOJE01000051.1,1,AOJE01000051.1_39,4
Cluster 538,"",LOAJ01000002.1,1,LOAJ01000002.1_57,4
Cluster 539,"",QKNW01000002.1,1,QKNW01000002.1_8,1
Cluster 540,"",QKNW01000002.1,1,QKNW01000002.1_34,3
Cluster 540,"",CP101158.1,1,CP101158.1_78,3
Cluster 540,"",RJJW01000001.1,1,RJJW01000001.1_33,3
Cluster 541,"",QKNW01000002.1,1,QKNW01000002.1_47,1
Cluster 542,"",CP100004.1,1,CP100004.1_18,1
Cluster 543,"",FNFE01000011.1,1,FNFE01000011.1_26,1
Cluster 544,"",JAAOHU010000009.1,1,JAAOHU010000009.1_16,6
Cluster 544,"",CP101161.1,1,CP101161.1_3054,6
Cluster 544,"",CP099999.1,1,CP099999.1_49,6
Cluster 544,"",JAJCVI010000002.1,1,JAJCVI010000002.1_543,6
Cluster 544,"",CP101158.1,1,CP101158.1_60,6
Cluster 544,"",CP084476.1,1,CP084476.1_89,6
Cluster 545,"",KX906370.1,1,KX906370.1_78,2
Cluster 545,"",LOAJ01000002.1,1,LOAJ01000002.1_69,2
Cluster 546,"",QKNW01000002.1,1,QKNW01000002.1_30,2
Cluster 546,"",CP101158.1,1,CP101158.1_80,2
Cluster 547,"",BBJN01000020.1,1,BBJN01000020.1_57,1
Cluster 548,"",CP101161.1,1,CP101161.1_3073,1
Cluster 549,"",CP101161.1,1,CP101161.1_3081,1
Cluster 550,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_6,1
Cluster 551,"",JAAOHU010000009.1,1,JAAOHU010000009.1_34,1
Cluster 552,"",JAJCVI010000002.1,1,JAJCVI010000002.1_566,2
Cluster 552,"",CP101161.1,1,CP101161.1_3064,2
Cluster 553,"",LOAJ01000002.1,1,LOAJ01000002.1_50,5
Cluster 553,"",AOJE01000051.1,1,AOJE01000051.1_27,5
Cluster 553,"",CP101158.1,1,CP101158.1_86,5
Cluster 553,"",KX687704.1,1,KX687704.1_20,5
Cluster 553,"",KX906370.1,1,KX906370.1_101,5
Cluster 554,"",AOJE01000025.1,1,AOJE01000025.1_48,1
Cluster 555,"",CP100004.1,1,CP100004.1_12,5
Cluster 555,"",BBJN01000020.1,1,BBJN01000020.1_41,5
Cluster 555,"",FOXI01000018.1,1,FOXI01000018.1_45,5
Cluster 555,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_23,5
Cluster 555,"",JAANTI010000009.1,1,JAANTI010000009.1_10,5
Cluster 556,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_4,1
Cluster 557,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_17,1
Cluster 558,"",SJER01000008.1,1,SJER01000008.1_132,1
Cluster 559,"",SJER01000008.1,1,SJER01000008.1_152,4
Cluster 559,"",CP084476.1,1,CP084476.1_48,4
Cluster 559,"",AOLZ01000012.1,1,AOLZ01000012.1_38,4
Cluster 559,"",CP019286.1,1,CP019286.1_31,4
Cluster 560,"",JAJCVI010000007.1,1,JAJCVI010000007.1_18,1
Cluster 561,"",AOIP01000022.1,1,AOIP01000022.1_13,1
Cluster 562,"",AOIR01000042.1,1,AOIR01000042.1_63,1
Cluster 563,"",QKNW01000002.1,1,QKNW01000002.1_5,2
Cluster 563,"",WSZK01000033.1,1,WSZK01000033.1_45,2
Cluster 564,"",QKNW01000002.1,1,QKNW01000002.1_26,1
Cluster 565,"",QKNW01000002.1,1,QKNW01000002.1_37,2
Cluster 565,"",CP019329.1,1,CP019329.1_92,2
Cluster 566,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_21,1
Cluster 567,"",RJJW01000001.1,1,RJJW01000001.1_40,1
Cluster 568,"",WSZK01000033.1,1,WSZK01000033.1_28,1
Cluster 569,"",AOJE01000025.1,1,AOJE01000025.1_36,1
Cluster 570,"",CP100004.1,1,CP100004.1_14,8
Cluster 570,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_24,8
Cluster 570,"",CP101158.1,1,CP101158.1_87,8
Cluster 570,"",CP031299.1,1,CP031299.1_23,8
Cluster 570,"",JDTG01000019.1,1,JDTG01000019.1_96,8
Cluster 570,"",BBJN01000020.1,1,BBJN01000020.1_42,8
Cluster 570,"",FOXI01000018.1,1,FOXI01000018.1_44,8
Cluster 570,"",JAANTI010000009.1,1,JAANTI010000009.1_11,8
Cluster 571,"",CP101161.1,1,CP101161.1_3046,1
Cluster 572,"",CP119801.1,1,CP119801.1_60,3
Cluster 572,"",JAAOHU010000009.1,1,JAAOHU010000009.1_20,3
Cluster 572,"",CP099999.1,1,CP099999.1_53,3
Cluster 573,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_32,3
Cluster 573,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_22,3
Cluster 573,"",Frome_NODE_383,1,Frome_NODE_383_length_24936_cov_4.316346_14,3
Cluster 574,"",FNFE01000011.1,1,FNFE01000011.1_50,2
Cluster 574,"",NC_013748.1,1,NC_013748.1_41,2
Cluster 575,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_39,1
Cluster 576,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_33,3
Cluster 576,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_21,3
Cluster 576,"",Frome_NODE_383,1,Frome_NODE_383_length_24936_cov_4.316346_13,3
Cluster 577,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_4,1
Cluster 578,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_7,1
Cluster 579,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_39,1
Cluster 580,"",SJER01000008.1,1,SJER01000008.1_157,1
Cluster 581,"",WSZK01000033.1,1,WSZK01000033.1_38,1
Cluster 582,"",AOIO01000049.1,1,AOIO01000049.1_85,1
Cluster 583,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_24,2
Cluster 583,"",CP101161.1,1,CP101161.1_3063,2
Cluster 584,"",JAJCVI010000002.1,1,JAJCVI010000002.1_544,1
Cluster 585,"",LWLN01000003.1,1,LWLN01000003.1_41,1
Cluster 586,"",AOIR01000042.1,1,AOIR01000042.1_51,1
Cluster 587,"",CP019329.1,1,CP019329.1_87,1
Cluster 588,"",SJER01000008.1,1,SJER01000008.1_115,1
Cluster 589,"",AOLZ01000012.1,1,AOLZ01000012.1_26,2
Cluster 589,"",CP019286.1,1,CP019286.1_43,2
Cluster 590,"",CP101161.1,1,CP101161.1_3060,1
Cluster 591,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_38,3
Cluster 591,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_16,3
Cluster 591,"",Frome_NODE_383,1,Frome_NODE_383_length_24936_cov_4.316346_8,3
Cluster 592,"",JAJCVI010000002.1,1,JAJCVI010000002.1_565,1
Cluster 593,"",JAJCVI010000002.1,1,JAJCVI010000002.1_571,1
Cluster 594,"",CP095494.1,1,CP095494.1_23,1
Cluster 595,"",CP101158.1,1,CP101158.1_65,1
Cluster 596,"",LOAJ01000002.1,1,LOAJ01000002.1_32,1
Cluster 597,"",LOAJ01000002.1,1,LOAJ01000002.1_71,2
Cluster 597,"",KX906370.1,1,KX906370.1_76,2
Cluster 598,"",NC_015659.1,1,NC_015659.1_80,1
Cluster 599,"",AOIR01000042.1,1,AOIR01000042.1_50,1
Cluster 600,"",AOLZ01000012.1,1,AOLZ01000012.1_25,3
Cluster 600,"",CP019286.1,1,CP019286.1_44,3
Cluster 600,"",CP019329.1,1,CP019329.1_68,3
Cluster 601,"",CP019329.1,1,CP019329.1_59,1
Cluster 602,"",CP095494.1,1,CP095494.1_55,1
Cluster 603,"",CP100004.1,1,CP100004.1_7,1
Cluster 604,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_16,2
Cluster 604,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_40,2
Cluster 605,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_43,1
Cluster 606,"",KX906370.1,1,KX906370.1_116,3
Cluster 606,"",RJJW01000001.1,1,RJJW01000001.1_57,3
Cluster 606,"",AOJE01000051.1,1,AOJE01000051.1_8,3
Cluster 607,"",LWLN01000003.1,1,LWLN01000003.1_20,1
Cluster 608,"",AOJE01000025.1,1,AOJE01000025.1_17,1
Cluster 609,"",AOJE01000025.1,1,AOJE01000025.1_35,1
Cluster 610,"",BBJN01000020.1,1,BBJN01000020.1_17,1
Cluster 611,"",CP084476.1,1,CP084476.1_64,2
Cluster 611,"",NC_013748.1,1,NC_013748.1_17,2
Cluster 612,"",CP101161.1,1,CP101161.1_3052,1
Cluster 613,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_44,1
Cluster 614,"",LWLN01000003.1,1,LWLN01000003.1_17,1
Cluster 615,"",RJJW01000001.1,1,RJJW01000001.1_51,2
Cluster 615,"",CP101158.1,1,CP101158.1_98,2
Cluster 616,"",SJER01000008.1,1,SJER01000008.1_150,1
Cluster 617,"",WSZK01000033.1,1,WSZK01000033.1_16,1
Cluster 618,"",CP100004.1,1,CP100004.1_11,1
Cluster 619,"",RJJW01000001.1,1,RJJW01000001.1_39,1
Cluster 620,"",SRIF01000015.1,1,SRIF01000015.1_84,1
Cluster 621,"",AOIO01000049.1,1,AOIO01000049.1_96,2
Cluster 621,"",AOIP01000022.1,1,AOIP01000022.1_25,2
Cluster 622,"",AOIR01000042.1,1,AOIR01000042.1_52,1
Cluster 623,"",CP095494.1,1,CP095494.1_61,1
Cluster 624,"",CP099999.1,1,CP099999.1_15,1
Cluster 625,"",FOXI01000018.1,1,FOXI01000018.1_41,2
Cluster 625,"",JAANTI010000009.1,1,JAANTI010000009.1_14,2
Cluster 626,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_22,4
Cluster 626,"",BBJN01000020.1,1,BBJN01000020.1_40,4
Cluster 626,"",FOXI01000018.1,1,FOXI01000018.1_46,4
Cluster 626,"",JAANTI010000009.1,1,JAANTI010000009.1_9,4
Cluster 627,"",QKNW01000002.1,1,QKNW01000002.1_27,1
Cluster 628,"",AOIP01000022.1,1,AOIP01000022.1_44,1
Cluster 629,"",AOLZ01000012.1,1,AOLZ01000012.1_48,2
Cluster 629,"",CP019286.1,1,CP019286.1_21,2
Cluster 630,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_11,1
Cluster 631,"",JAJCVI010000002.1,1,JAJCVI010000002.1_574,1
Cluster 632,"",KX906370.1,1,KX906370.1_77,2
Cluster 632,"",LOAJ01000002.1,1,LOAJ01000002.1_70,2
Cluster 633,"",NC_013748.1,1,NC_013748.1_38,1
Cluster 634,"",QKNW01000002.1,1,QKNW01000002.1_55,1
